RK,team_id,GP,PTS/G,OPP PTS,PLAYS,YDS,YDS/PLAY,1ST DWN,PENALTY,P YDS,TOP,+/- TOV,YEAR,PHASE,CATEGORY
9,GB,17,21.8,371,1037,5579,5.4,337,88,718,28:30:00,13,2021,REG,defense
10,PHI,17,22.6,385,1076,5590,5.2,358,92,824,30:05:00,0,2021,REG,defense
11,ARI,17,21.5,366,1028,5597,5.4,336,100,896,29:45:00,12,2021,REG,defense
12,TEN,17,20.8,354,1039,5607,5.4,331,118,1070,28:53:00,-3,2021,REG,defense
13,TB,17,20.8,353,1093,5635,5.2,344,79,635,30:47:00,10,2021,REG,defense
14,LVR,17,25.8,439,1103,5732,5.2,349,99,1021,31:52:00,-9,2021,REG,defense
15,MIA,17,21.9,373,1081,5738,5.3,337,109,991,30:04:00,0,2021,REG,defense
16,IND,17,21.5,365,1050,5834,5.6,334,109,978,29:34:00,14,2021,REG,defense
17,LAR,17,21.9,372,1118,5863,5.2,347,88,688,31:26:00,2,2021,REG,defense
18,CIN,17,22.1,376,1075,5964,5.5,339,116,946,30:06:00,0,2021,REG,defense
19,DAL,17,21.1,358,1082,5967,5.5,327,121,973,30:01:00,14,2021,REG,defense
20,JAX,17,26.9,457,1068,6002,5.6,351,104,879,33:38:00,-20,2021,REG,defense
21,NYG,17,24.5,416,1137,6032,5.3,365,107,814,32:35:00,-8,2021,REG,defense
22,WAS,17,25.5,434,1065,6108,5.7,346,96,803,29:16:00,-5,2021,REG,defense
23,LAC,17,27.0,459,1103,6122,5.6,383,99,835,31:09:00,-1,2021,REG,defense
24,PIT,17,23.4,398,1116,6139,5.5,354,123,1017,31:29:00,2,2021,REG,defense
25,BAL,17,23.1,392,1033,6178,6.0,340,98,882,28:25:00,-11,2021,REG,defense
26,ATL,17,27.0,459,1114,6194,5.6,383,118,956,32:50:00,-6,2021,REG,defense
27,KC,17,21.4,364,1060,6272,5.9,363,116,911,29:07:00,4,2021,REG,defense
28,SEA,17,21.5,366,1201,6445,5.4,400,96,919,35:10:00,5,2021,REG,defense
29,DET,17,27.5,467,1092,6456,5.9,372,87,818,31:23:00,-4,2021,REG,defense
30,MIN,17,25.1,426,1152,6522,5.7,391,93,786,32:47:00,11,2021,REG,defense
31,HOU,17,26.6,452,1101,6535,5.9,382,89,790,32:46:00,3,2021,REG,defense
32,NYJ,17,29.6,504,1145,6760,5.9,401,84,814,33:44:00,-13,2021,REG,defense
1,GB,1,13.0,13,52,212,4.1,12,5,40,29:24:00,0,2021,POST,defense
2,LVR,1,26.0,26,61,308,5.0,18,7,56,31:51:00,-2,2021,POST,defense
3,DAL,1,23.0,23,63,341,5.4,21,9,58,33:59:00,0,2021,POST,defense
4,TEN,1,19.0,19,64,345,5.4,17,6,46,33:25:00,-2,2021,POST,defense
5,PHI,1,31.0,31,72,349,4.8,23,4,35,33:03:00,-3,2021,POST,defense
6,ARI,1,34.0,34,57,375,6.6,16,6,48,35:46:00,-2,2021,POST,defense
7,PIT,1,42.0,42,65,478,7.4,26,3,25,30:00:00,1,2021,POST,defense
8,NE,1,47.0,47,54,482,8.9,29,3,47,31:25:00,-2,2021,POST,defense
9,TB,2,22.5,45,132,767,5.8,38,8,90,31:32:00,5,2021,POST,defense
10,BUF,2,29.5,59,134,857,6.4,50,6,44,33:36:00,2,2021,POST,defense
11,SF,3,15.7,47,200,966,4.8,59,21,124,31:45:00,0,2021,POST,defense
12,KC,3,28.0,84,195,1038,5.3,63,11,90,31:11:00,-2,2021,POST,defense
13,LAR,4,18.8,75,236,1129,4.8,65,21,196,26:55:00,-2,2021,POST,defense
14,CIN,4,20.5,82,256,1426,5.6,81,13,82,29:48:00,7,2021,POST,defense
1,BUF,16,17.9,286,997,5106,5.1,313,89,754,31:42:00,0,2022,REG,defense
2,SF,17,16.3,277,1026,5110,5.0,291,96,832,28:17:00,13,2022,REG,defense
3,PHI,17,20.2,344,1072,5125,4.8,325,95,802,29:27:00,8,2022,REG,defense
4,WAS,17,20.2,343,998,5179,5.2,286,85,707,27:13:00,-5,2022,REG,defense
5,NYJ,17,18.6,316,1093,5288,4.8,310,90,707,31:16:00,-7,2022,REG,defense
6,NO,17,20.3,345,1076,5352,5.0,319,92,798,30:29:00,-11,2022,REG,defense
7,CIN,16,20.1,322,996,5371,5.4,295,100,832,28:22:00,6,2022,REG,defense
8,DEN,17,21.1,359,1079,5440,5.0,324,106,922,31:01:00,-1,2022,REG,defense
9,NE,17,20.4,347,1091,5474,5.0,314,89,699,31:25:00,7,2022,REG,defense
10,BAL,17,18.5,315,1047,5513,5.3,323,79,650,29:50:00,4,2022,REG,defense
11,TB,17,21.1,358,1073,5513,5.1,314,97,863,31:17:00,-2,2022,REG,defense
12,KC,17,21.7,369,1093,5579,5.1,337,98,734,30:26:00,-3,2022,REG,defense
13,DAL,17,20.1,342,1101,5613,5.1,327,98,851,31:57:00,10,2022,REG,defense
14,PIT,17,20.4,346,1024,5617,5.5,314,96,717,29:04:00,4,2022,REG,defense
15,CLE,17,22.4,381,1041,5635,5.4,329,88,714,29:45:00,-1,2022,REG,defense
16,IND,17,25.1,427,1092,5678,5.2,344,89,725,31:59:00,-13,2022,REG,defense
17,GB,17,21.8,371,991,5721,5.8,321,100,917,29:05:00,2,2022,REG,defense
18,MIA,17,23.5,399,1086,5743,5.3,336,84,799,31:40:00,-7,2022,REG,defense
19,LAR,17,22.6,384,1049,5798,5.5,331,82,691,31:31:00,-1,2022,REG,defense
20,LAC,17,22.6,384,1002,5884,5.9,318,80,762,30:44:00,5,2022,REG,defense
21,ARI,17,26.4,449,1075,5931,5.5,363,94,757,30:30:00,-5,2022,REG,defense
22,CAR,17,22.0,374,1103,5953,5.4,346,105,866,32:55:00,-4,2022,REG,defense
23,TEN,17,21.1,359,1100,5978,5.4,339,115,836,31:58:00,-3,2022,REG,defense
24,JAX,17,20.6,350,1106,6006,5.4,350,90,683,30:23:00,5,2022,REG,defense
25,NYG,17,21.8,371,1078,6089,5.6,370,111,819,30:04:00,3,2022,REG,defense
26,SEA,17,23.6,401,1117,6149,5.5,347,98,818,32:38:00,2,2022,REG,defense
27,ATL,17,22.7,386,1082,6156,5.7,351,100,804,30:27:00,-4,2022,REG,defense
28,LVR,17,24.6,418,1077,6216,5.8,360,93,758,30:13:00,-8,2022,REG,defense
29,CHI,17,27.2,463,1043,6390,6.1,361,84,652,30:29:00,-2,2022,REG,defense
30,HOU,17,24.7,420,1134,6452,5.7,372,95,773,32:02:00,-1,2022,REG,defense
31,MIN,17,25.1,427,1118,6608,5.9,359,111,926,31:05:00,2,2022,REG,defense
32,DET,17,25.1,427,1076,6670,6.2,377,103,818,30:05:00,7,2022,REG,defense
1,BAL,1,24.0,24,54,234,4.3,18,7,42,27:34:00,-1,2022,POST,defense
2,LAC,1,31.0,31,70,390,5.6,24,3,30,27:21:00,5,2022,POST,defense
3,MIA,1,34.0,34,72,423,5.9,25,2,13,32:13:00,1,2022,POST,defense
4,TB,1,31.0,31,69,425,6.2,26,2,15,34:34:00,-1,2022,POST,defense
5,MIN,1,31.0,31,68,431,6.3,28,5,45,33:36:00,0,2022,POST,defense
6,SEA,1,41.0,41,64,505,7.9,24,3,28,32:46:00,-2,2022,POST,defense
7,BUF,2,29.0,58,140,643,4.6,46,9,43,31:50:00,-2,2022,POST,defense
8,JAX,2,28.5,57,136,682,5.0,41,10,72,34:50:00,-7,2022,POST,defense
9,DAL,2,16.5,33,143,698,4.9,45,6,64,29:10:00,0,2022,POST,defense
10,PHI,3,17.3,52,150,731,4.9,45,15,100,24:41:00,3,2022,POST,defense
11,NYG,2,31.0,62,125,748,6.0,47,8,37,31:04:00,-1,2022,POST,defense
12,SF,3,22.0,66,193,883,4.6,62,16,114,31:36:00,0,2022,POST,defense
13,CIN,3,16.7,50,194,1046,5.4,65,16,151,30:28:00,1,2022,POST,defense
14,KC,3,25.0,75,195,1075,5.5,63,20,144,29:18:00,4,2022,POST,defense
1,CLE,17,21.3,362,1004,4593,4.6,253,118,923,28:41:00,-9,2023,REG,defense
2,KC,17,17.3,294,1045,4926,4.7,300,73,604,30:32:00,-11,2023,REG,defense
3,NYJ,17,20.9,355,1087,4969,4.6,298,93,780,31:08:00,-6,2023,REG,defense
4,CAR,17,24.5,416,1016,4997,4.9,311,89,679,29:53:00,-9,2023,REG,defense
5,DAL,17,18.5,315,1014,5095,5.0,311,104,934,28:12:00,10,2023,REG,defense
6,BAL,17,16.5,280,1109,5123,4.6,306,106,841,29:27:00,12,2023,REG,defense
7,NE,17,21.5,366,1091,5127,4.7,305,75,544,32:57:00,-11,2023,REG,defense
8,SF,17,17.5,298,1038,5167,5.0,319,94,762,29:52:00,10,2023,REG,defense
9,BUF,17,18.3,311,1015,5222,5.1,313,99,753,28:28:00,2,2023,REG,defense
10,MIA,17,23.0,391,1057,5411,5.1,321,96,719,30:50:00,2,2023,REG,defense
11,ATL,17,21.9,373,1090,5458,5.0,320,104,831,31:51:00,-12,2023,REG,defense
12,CHI,17,22.3,379,1035,5511,5.3,307,72,530,28:02:00,3,2023,REG,defense
13,NO,17,19.2,327,1054,5562,5.3,300,102,775,29:50:00,11,2023,REG,defense
14,HOU,17,20.8,353,1079,5622,5.2,332,100,805,31:50:00,10,2023,REG,defense
15,LVR,17,19.5,331,1089,5625,5.2,330,96,861,31:26:00,-2,2023,REG,defense
16,MIN,17,21.3,362,1095,5664,5.2,328,111,916,31:08:00,-12,2023,REG,defense
17,GB,17,20.6,350,1061,5696,5.4,340,95,907,30:17:00,0,2023,REG,defense
18,TEN,17,21.6,367,1096,5697,5.2,334,98,776,31:27:00,-6,2023,REG,defense
19,DET,17,23.2,395,1037,5714,5.5,339,91,788,29:53:00,0,2023,REG,defense
20,LAR,17,22.2,377,1078,5744,5.3,329,105,986,30:35:00,-3,2023,REG,defense
21,PIT,17,19.1,324,1074,5816,5.4,311,90,741,30:21:00,11,2023,REG,defense
22,JAX,17,21.8,371,1078,5828,5.4,314,108,961,30:34:00,-3,2023,REG,defense
23,TB,17,19.1,325,1081,5852,5.4,337,93,762,31:35:00,8,2023,REG,defense
24,IND,17,24.4,415,1137,5947,5.2,346,100,843,32:44:00,2,2023,REG,defense
25,ARI,17,26.8,455,1060,6047,5.7,369,92,765,31:42:00,-1,2023,REG,defense
26,PHI,17,25.2,428,1105,6054,5.5,364,107,810,30:40:00,-10,2023,REG,defense
27,NYG,17,23.9,407,1091,6149,5.6,352,99,822,31:40:00,12,2023,REG,defense
28,LAC,17,23.4,398,1113,6170,5.5,344,104,801,31:21:00,0,2023,REG,defense
29,DEN,17,24.3,413,1083,6303,5.8,349,99,965,30:29:00,4,2023,REG,defense
30,SEA,17,23.6,402,1147,6313,5.5,380,103,824,33:21:00,2,2023,REG,defense
31,CIN,17,22.6,384,1055,6368,6.0,351,92,784,30:57:00,10,2023,REG,defense
32,WAS,17,30.5,518,1117,6612,5.9,364,99,827,31:43:00,-14,2023,REG,defense
1,LAR,1,24.0,24,55,334,6.1,23,5,34,29:55:00,0,2023,POST,defense
2,CLE,1,45.0,45,44,356,8.1,14,3,20,24:34:00,-2,2023,POST,defense
3,PIT,1,31.0,31,66,368,5.6,24,2,24,33:19:00,-2,2023,POST,defense
4,MIA,1,26.0,26,75,409,5.5,25,5,45,34:05:00,0,2023,POST,defense
5,DAL,1,48.0,48,54,415,7.7,22,7,66,28:55:00,-2,2023,POST,defense
6,PHI,1,32.0,32,69,426,6.2,23,5,25,34:03:00,0,2023,POST,defense
7,BAL,2,13.5,27,120,532,4.4,32,14,100,30:58:00,-3,2023,POST,defense
8,TB,2,20.0,40,124,667,5.4,39,9,71,29:58:00,-2,2023,POST,defense
9,HOU,2,24.0,48,137,676,4.9,40,7,47,36:30:00,2,2023,POST,defense
10,BUF,2,22.0,44,110,685,6.2,43,8,65,25:49:00,3,2023,POST,defense
11,GB,2,28.0,56,153,866,5.7,56,12,131,30:23:00,0,2023,POST,defense
12,SF,3,25.7,77,213,1227,5.8,72,9,75,32:31:00,2,2023,POST,defense
13,DET,3,26.7,80,181,1246,6.9,68,12,89,30:06:00,2,2023,POST,defense
14,KC,4,15.8,63,265,1350,5.1,79,27,225,31:00:00,2,2023,POST,defense
1,PHI,17,17.8,303,999,4732,4.7,293,85,694,28:37:00,11,2024,REG,defense
2,TEN,17,27.1,460,1008,5291,5.2,314,120,988,30:30:00,-16,2024,REG,defense
3,NYJ,17,23.8,404,1068,5334,5.0,347,104,989,31:11:00,-2,2024,REG,defense
4,MIA,17,21.4,364,1012,5344,5.3,314,125,1030,28:23:00,-5,2024,REG,defense
5,GB,17,19.9,338,1036,5347,5.2,327,114,940,29:25:00,12,2024,REG,defense
6,HOU,17,21.9,372,1050,5355,5.1,313,106,798,29:06:00,10,2024,REG,defense
7,DEN,17,18.3,311,1093,5391,4.9,327,101,723,30:30:00,6,2024,REG,defense
8,SF,17,25.6,436,1029,5396,5.2,321,79,624,30:31:00,-10,2024,REG,defense
9,KC,17,19.2,326,1026,5451,5.3,328,107,849,29:14:00,6,2024,REG,defense
10,BAL,17,21.2,361,1062,5511,5.2,330,97,759,29:14:00,6,2024,REG,defense
11,LAC,17,17.7,301,1037,5514,5.3,311,101,869,29:20:00,12,2024,REG,defense
12,PIT,17,20.4,347,1034,5554,5.4,324,125,1039,29:12:00,16,2024,REG,defense
13,WAS,17,23.0,391,1029,5558,5.4,335,105,850,30:31:00,1,2024,REG,defense
14,SEA,17,21.6,368,1065,5656,5.3,329,121,958,31:25:00,-6,2024,REG,defense
15,LVR,17,25.5,434,1053,5663,5.4,323,117,852,31:39:00,-16,2024,REG,defense
16,MIN,17,19.5,332,1078,5702,5.3,325,141,1185,30:53:00,12,2024,REG,defense
17,BUF,17,21.6,368,1052,5806,5.5,356,127,1016,30:09:00,24,2024,REG,defense
18,TB,17,22.6,385,1065,5810,5.5,336,96,897,28:23:00,-5,2024,REG,defense
19,CLE,17,25.6,435,1040,5816,5.6,303,108,890,30:47:00,-22,2024,REG,defense
20,DET,17,20.1,342,1016,5820,5.7,331,114,862,28:53:00,9,2024,REG,defense
21,ARI,17,22.3,379,1045,5823,5.6,344,100,803,31:39:00,-3,2024,REG,defense
22,NE,17,24.5,417,1068,5829,5.5,348,100,772,31:27:00,-11,2024,REG,defense
23,ATL,17,24.9,423,1067,5868,5.5,347,122,964,31:55:00,-6,2024,REG,defense
24,NYG,17,24.4,415,1051,5896,5.6,331,106,870,30:54:00,-8,2024,REG,defense
25,CIN,17,25.5,434,1088,5921,5.4,361,101,826,30:51:00,3,2024,REG,defense
26,LAR,17,22.7,386,1057,5998,5.7,342,112,943,31:01:00,6,2024,REG,defense
27,CHI,17,21.8,370,1028,6022,5.9,326,107,794,30:18:00,8,2024,REG,defense
28,DAL,17,27.5,468,1046,6039,5.8,342,132,1019,31:44:00,-6,2024,REG,defense
29,IND,17,25.1,427,1112,6140,5.5,343,92,862,32:24:00,-4,2024,REG,defense
30,NO,17,23.4,398,1119,6459,5.8,354,115,959,32:52:00,-2,2024,REG,defense
31,JAX,17,25.6,435,1125,6629,5.9,389,105,808,33:17:00,-15,2024,REG,defense
32,CAR,17,31.4,534,1154,6877,6.0,417,120,977,33:20:00,-5,2024,REG,defense
1,GB,1,22.0,22,57,290,5.1,16,7,64,30:33:00,-4,2024,POST,defense
2,MIN,1,27.0,27,51,292,5.7,16,10,95,27:42:00,-2,2024,POST,defense
3,TB,1,23.0,23,69,350,5.1,22,5,39,35:26:00,-1,2024,POST,defense
4,LAC,1,32.0,32,70,429,6.1,20,8,86,34:25:00,-1,2024,POST,defense
5,PIT,1,28.0,28,72,464,6.4,29,3,14,39:33:00,0,2024,POST,defense
6,DEN,1,31.0,31,72,471,6.5,26,7,45,41:43:00,0,2024,POST,defense
7,HOU,2,17.5,35,104,473,4.5,29,6,39,26:04:00,1,2024,POST,defense
8,DET,1,45.0,45,73,481,6.6,27,4,25,33:59:00,-5,2024,POST,defense
9,BAL,2,20.5,41,104,553,5.3,31,8,51,26:06:00,-3,2024,POST,defense
10,LAR,2,18.5,37,132,619,4.7,36,5,34,32:36:00,0,2024,POST,defense
11,BUF,3,21.3,64,162,1008,6.2,64,13,91,25:20:00,4,2024,POST,defense
12,KC,3,27.7,83,203,1055,5.2,61,22,189,34:39:00,-3,2024,POST,defense
13,WAS,3,35.3,106,178,1264,7.1,77,17,125,27:02:00,2,2024,POST,defense
14,PHI,4,19.2,77,256,1329,5.2,69,27,237,28:46:00,12,2024,POST,defense
