RK,team_id,GP,PTS/G,PTS,PLAYS,YDS,YDS/PLAY,1ST DWN,PENALTY,P YDS,TOP,+/- TOV,YEAR,PHASE,CATEGORY
10,NYG,16,23.8,380,1086,5875,5.4,336,101,896,31:44:00,-2,2014,REG,offense
11,NE,16,29.2,468,1074,5848,5.4,361,120,1080,30:37:00,12,2014,REG,offense
12,BAL,16,25.6,409,1022,5835,5.7,345,111,870,30:40:00,2,2014,REG,offense
13,WAS,16,18.8,301,1006,5738,5.7,318,120,1129,31:47:00,-12,2014,REG,offense
14,MIA,16,24.2,388,1040,5601,5.4,361,81,635,30:08:00,2,2014,REG,offense
15,CIN,16,22.8,365,1019,5568,5.5,313,102,812,31:32:00,0,2014,REG,offense
16,CAR,16,21.2,339,1062,5546,5.2,347,83,756,32:16:00,3,2014,REG,offense
17,HOU,16,23.2,372,1062,5508,5.2,313,94,834,31:07:00,12,2014,REG,offense
18,LAC,16,21.8,348,1009,5468,5.4,326,111,967,31:58:00,-5,2014,REG,offense
19,DET,16,20.1,321,1045,5442,5.2,310,118,989,32:41:00,7,2014,REG,offense
20,SF,16,19.1,306,1010,5238,5.2,303,116,939,32:44:00,7,2014,REG,offense
21,CHI,16,19.9,319,1005,5233,5.2,322,113,998,30:13:00,-5,2014,REG,offense
22,NYJ,16,17.7,283,1052,5225,5.0,289,109,932,31:01:00,-11,2014,REG,offense
23,CLE,16,18.7,299,1010,5193,5.1,294,116,932,28:13:00,6,2014,REG,offense
24,ARI,16,19.4,310,993,5116,5.2,302,91,707,30:48:00,8,2014,REG,offense
25,KC,16,22.1,353,962,5100,5.3,309,88,681,30:00:00,-3,2014,REG,offense
26,BUF,16,21.4,343,1020,5096,5.0,273,124,1022,30:45:00,7,2014,REG,offense
27,MIN,16,20.3,325,980,5039,5.1,288,100,836,29:52:00,-1,2014,REG,offense
28,LAR,16,20.2,324,957,5035,5.3,288,123,1139,29:13:00,-2,2014,REG,offense
29,TEN,16,15.9,254,919,4859,5.3,258,111,961,28:31:00,-10,2014,REG,offense
30,TB,16,17.3,277,937,4672,5.0,263,118,939,27:17:00,-8,2014,REG,offense
31,JAX,16,15.6,249,989,4633,4.7,271,73,573,27:11:00,-6,2014,REG,offense
32,LVR,16,15.8,253,994,4515,4.5,248,116,939,28:20:00,-15,2014,REG,offense
1,NE,3,36.0,108,214,1196,5.6,82,18,141,33:59:00,2,2014,POST,offense
2,SEA,3,27.7,83,175,1141,6.5,56,21,170,28:45:00,1,2014,POST,offense
3,IND,3,19.0,57,193,1055,5.5,62,22,156,30:07:00,-3,2014,POST,offense
4,CAR,2,22.0,44,142,748,5.3,46,13,115,36:34:00,-3,2014,POST,offense
5,BAL,2,30.5,61,128,727,5.7,47,9,79,29:41:00,1,2014,POST,offense
6,GB,2,24.0,48,131,722,5.5,42,15,132,31:48:00,3,2014,POST,offense
7,DAL,2,22.5,45,109,630,5.8,39,11,81,31:33:00,2,2014,POST,offense
8,DET,1,20.0,20,67,397,5.9,19,8,44,29:33:00,-2,2014,POST,offense
9,PIT,1,17.0,17,72,387,5.4,22,8,114,35:17:00,-2,2014,POST,offense
10,DEN,1,13.0,13,68,288,4.2,19,2,8,25:59:00,1,2014,POST,offense
11,CIN,1,10.0,10,59,254,4.3,14,6,45,25:50:00,0,2014,POST,offense
12,ARI,1,16.0,16,47,78,1.7,8,7,38,22:54,0,2014,POST,offense
1,ARI,16,30.6,489,1041,6533,6.3,373,94,758,32:04:00,9,2015,REG,offense
2,NO,16,25.5,408,1096,6461,5.9,381,130,1112,31:21:00,2,2015,REG,offense
3,PIT,16,26.4,423,1011,6327,6.3,331,94,868,30:43:00,2,2015,REG,offense
4,SEA,16,26.4,423,1035,6058,5.9,335,117,1007,32:14:00,7,2015,REG,offense
5,TB,16,21.4,342,1017,6014,5.9,336,143,1195,29:00:00,-5,2015,REG,offense
6,NE,16,29.1,465,1050,5991,5.7,347,96,859,30:18:00,7,2015,REG,offense
7,ATL,16,21.2,339,1073,5985,5.6,359,100,969,32:20:00,-7,2015,REG,offense
8,NYG,16,26.2,420,1053,5952,5.7,331,102,779,28:29:00,7,2015,REG,offense
9,LAC,16,20.0,320,1100,5949,5.4,344,117,942,32:51:00,-4,2015,REG,offense
10,NYJ,16,24.2,387,1074,5925,5.5,329,96,787,31:20:00,6,2015,REG,offense
11,CAR,16,31.2,500,1060,5871,5.5,357,103,887,32:03:00,20,2015,REG,offense
12,PHI,16,23.6,377,1102,5830,5.3,339,104,819,26:06:00,-5,2015,REG,offense
13,BUF,16,23.7,379,1016,5775,5.7,297,143,1249,31:18:00,6,2015,REG,offense
14,BAL,16,20.5,328,1083,5749,5.3,323,122,1153,31:32:00,-14,2015,REG,offense
15,CIN,16,26.2,419,1004,5728,5.7,324,111,917,31:13:00,11,2015,REG,offense
16,DEN,16,22.2,355,1056,5688,5.4,314,115,1063,30:30:00,-4,2015,REG,offense
17,WAS,16,24.2,388,1011,5661,5.6,317,105,827,32:45:00,5,2015,REG,offense
18,JAX,16,23.5,376,1012,5581,5.5,313,105,880,28:52:00,-10,2015,REG,offense
19,HOU,16,21.2,339,1127,5564,4.9,335,107,910,31:48:00,5,2015,REG,offense
20,DET,16,22.4,358,1030,5547,5.4,337,104,930,32:30:00,-6,2015,REG,offense
21,CHI,16,20.9,335,1025,5514,5.4,312,99,909,31:29:00,-4,2015,REG,offense
22,DAL,16,17.2,275,969,5361,5.5,307,112,879,31:07:00,-22,2015,REG,offense
23,GB,16,23.0,368,1056,5353,5.1,317,105,906,30:08:00,5,2015,REG,offense
24,LVR,16,22.4,359,1008,5336,5.3,300,139,1102,30:34:00,1,2015,REG,offense
25,CLE,16,17.4,278,1042,5311,5.1,307,120,1083,31:01:00,-9,2015,REG,offense
26,MIA,16,19.4,310,977,5307,5.4,291,134,1090,27:22:00,-3,2015,REG,offense
27,KC,16,25.3,405,955,5299,5.5,303,104,878,31:55:00,14,2015,REG,offense
28,IND,16,20.8,333,1052,5142,4.9,311,108,931,30:09:00,-5,2015,REG,offense
29,MIN,16,22.8,365,973,5139,5.3,297,88,797,31:34:00,5,2015,REG,offense
30,TEN,16,18.7,299,976,4988,5.1,298,93,779,30:35:00,-14,2015,REG,offense
31,SF,16,14.9,238,969,4860,5.0,261,113,823,27:42:00,-5,2015,REG,offense
32,LAR,16,17.5,280,920,4761,5.2,241,122,1007,28:15:00,5,2015,REG,offense
1,CAR,3,30.0,90,205,1086,5.3,61,20,172,35:01:00,6,2015,POST,offense
2,PIT,2,17.0,34,128,765,6.0,37,15,180,30:32:00,1,2015,POST,offense
3,DEN,3,22.3,67,192,762,4.0,42,17,151,30:31:00,4,2015,POST,offense
4,GB,2,27.5,55,136,732,5.4,42,11,78,30:54:00,1,2015,POST,offense
5,KC,2,25.0,50,145,692,4.8,45,10,92,36:08:00,3,2015,POST,offense
6,NE,2,22.5,45,133,676,5.1,41,13,77,26:10:00,0,2015,POST,offense
7,ARI,2,20.5,41,123,655,5.3,41,11,77,27:06:00,-7,2015,POST,offense
8,SEA,2,17.0,34,121,629,5.2,36,9,85,26:58:00,-2,2015,POST,offense
9,WAS,1,18.0,18,70,354,5.1,20,7,55,30:27:00,0,2015,POST,offense
10,CIN,1,16.0,16,68,279,4.1,19,8,79,29:23:00,-2,2015,POST,offense
11,HOU,1,0.0,0,62,226,3.6,14,4,29,25:35:00,-4,2015,POST,offense
12,MIN,1,9.0,9,56,183,3.3,14,2,46,32:26:00,0,2015,POST,offense
1,NO,16,29.3,469,1105,6816,6.2,395,107,969,31:57:00,-3,2016,REG,offense
2,ATL,16,33.8,540,995,6653,6.7,379,104,847,30:22:00,11,2016,REG,offense
3,WAS,16,24.8,396,1009,6454,6.4,345,110,909,30:05:00,0,2016,REG,offense
4,NE,16,27.6,441,1056,6180,5.9,351,93,819,31:13:00,12,2016,REG,offense
5,DAL,16,26.3,421,1010,6027,6.0,358,105,879,32:55:00,5,2016,REG,offense
6,LVR,16,26.0,416,1047,5969,5.7,334,147,1247,32:44:00,16,2016,REG,offense
7,PIT,16,24.9,399,1026,5962,5.8,336,112,1068,31:45:00,5,2016,REG,offense
8,GB,16,27.0,432,1029,5900,5.7,349,100,827,31:14:00,8,2016,REG,offense
9,ARI,16,26.1,418,1086,5868,5.4,368,104,889,31:53:00,0,2016,REG,offense
10,IND,16,25.7,411,1037,5831,5.6,351,102,883,31:52:00,-5,2016,REG,offense
11,TEN,16,23.8,381,1008,5728,5.7,322,110,1012,31:32:00,0,2016,REG,offense
12,SEA,16,22.1,354,1012,5715,5.6,313,117,970,30:03:00,1,2016,REG,offense
13,CIN,16,20.3,325,1050,5711,5.4,341,88,726,30:20:00,3,2016,REG,offense
14,LAC,16,25.6,410,1014,5708,5.6,340,107,780,31:33:00,-7,2016,REG,offense
15,CHI,16,17.4,279,967,5704,5.9,324,110,967,28:07:00,-20,2016,REG,offense
16,BUF,16,24.9,399,1013,5665,5.6,328,112,960,30:48:00,6,2016,REG,offense
17,BAL,16,21.4,343,1079,5563,5.2,316,125,1111,31:46:00,5,2016,REG,offense
18,TB,16,22.1,354,1066,5542,5.2,340,109,926,31:57:00,2,2016,REG,offense
19,CAR,16,23.1,369,1052,5499,5.2,318,98,850,31:50:00,-2,2016,REG,offense
20,KC,16,24.3,389,990,5489,5.5,305,109,848,31:36:00,16,2016,REG,offense
21,DET,16,21.6,346,981,5421,5.5,329,100,861,30:07:00,-1,2016,REG,offense
22,PHI,16,22.9,367,1080,5398,5.0,333,113,945,33:31:00,6,2016,REG,offense
23,JAX,16,19.9,318,1052,5359,5.1,321,129,1178,29:09:00,-16,2016,REG,offense
24,MIA,16,22.7,363,912,5324,5.8,278,125,1141,29:00:00,2,2016,REG,offense
25,NYG,16,19.4,310,1018,5291,5.2,289,88,857,28:19:00,-2,2016,REG,offense
26,NYJ,16,17.2,275,1003,5268,5.3,291,93,837,31:41:00,-20,2016,REG,offense
27,DEN,16,20.8,333,1020,5169,5.1,290,119,985,29:03:00,2,2016,REG,offense
28,MIN,16,20.4,327,1006,5041,5.0,303,103,882,31:36:00,11,2016,REG,offense
29,HOU,16,17.4,279,1071,5035,4.7,305,87,868,32:34:00,-7,2016,REG,offense
30,CLE,16,16.5,264,983,4976,5.1,296,95,736,28:16:00,-12,2016,REG,offense
31,SF,16,19.3,309,997,4930,4.9,287,99,831,27:56:00,-5,2016,REG,offense
32,LAR,16,14.0,224,960,4203,4.4,245,126,1091,29:21:00,-11,2016,REG,offense
1,NE,3,34.7,104,231,1354,5.9,83,11,83,33:09:00,1,2016,POST,offense
2,ATL,3,36.0,108,183,1259,6.9,75,15,106,30:08:00,5,2016,POST,offense
3,GB,3,31.0,93,197,1187,6.0,74,11,105,30:13:00,0,2016,POST,offense
4,PIT,3,21.7,65,187,1124,6.0,61,13,132,30:15:00,0,2016,POST,offense
5,SEA,2,23.0,46,125,696,5.6,41,13,80,32:40:00,-2,2016,POST,offense
6,HOU,2,21.5,43,135,576,4.3,33,12,140,33:00:00,3,2016,POST,offense
7,DAL,1,31.0,31,64,429,6.7,25,6,50,30:14:00,0,2016,POST,offense
8,NYG,1,13.0,13,63,365,5.8,15,3,42,25:29:00,-2,2016,POST,offense
9,MIA,1,12.0,12,62,305,4.9,18,6,64,32:02:00,-1,2016,POST,offense
10,DET,1,6.0,6,50,231,4.6,13,7,68,23:21,0,2016,POST,offense
11,KC,1,16.0,16,49,227,4.6,16,6,60,25:47:00,-1,2016,POST,offense
12,LVR,1,14.0,14,69,203,2.9,16,8,63,26:31:00,-3,2016,POST,offense
1,NE,16,28.6,458,1070,6307,5.9,389,95,835,31:37:00,6,2017,REG,offense
2,NO,16,28.0,448,1000,6259,6.3,332,105,967,31:09:00,7,2017,REG,offense
3,PIT,16,25.4,406,1051,6047,5.8,348,101,896,32:59:00,2,2017,REG,offense
4,LAC,16,22.2,355,1020,6026,5.9,337,108,927,30:21:00,12,2017,REG,offense
5,KC,16,25.9,415,985,6007,6.1,322,118,1044,31:55:00,15,2017,REG,offense
6,JAX,16,26.1,417,1078,5855,5.4,332,112,936,32:19:00,10,2017,REG,offense
7,PHI,16,28.6,457,1073,5852,5.5,338,116,962,33:41:00,11,2017,REG,offense
8,ATL,16,22.1,353,984,5837,5.9,330,102,918,30:50:00,-2,2017,REG,offense
9,TB,16,20.9,335,1034,5816,5.6,352,104,795,30:43:00,-1,2017,REG,offense
10,LAR,16,29.9,478,1000,5784,5.8,311,107,922,30:06:00,7,2017,REG,offense
11,MIN,16,23.9,382,1055,5710,5.4,334,100,949,32:26:00,5,2017,REG,offense
12,SF,16,20.7,331,1058,5589,5.3,321,123,988,29:16:00,-3,2017,REG,offense
13,DET,16,25.6,410,980,5404,5.5,296,104,968,30:48:00,10,2017,REG,offense
14,DAL,16,22.1,354,1005,5311,5.3,314,97,939,30:12:00,-1,2017,REG,offense
15,SEA,16,22.9,366,1007,5286,5.2,299,148,1342,29:19:00,8,2017,REG,offense
16,WAS,16,21.4,342,982,5199,5.3,278,92,732,30:45:00,-4,2017,REG,offense
17,LVR,16,18.8,301,952,5185,5.4,287,114,1009,29:53:00,-14,2017,REG,offense
18,DEN,16,18.1,289,1075,5185,4.8,297,113,885,31:28:00,-17,2017,REG,offense
19,CAR,16,22.7,363,1026,5179,5.0,320,83,682,32:17:00,-1,2017,REG,offense
20,HOU,16,21.1,338,1027,5120,5.0,313,124,1050,30:06:00,-12,2017,REG,offense
21,NYG,16,15.4,246,1036,5028,4.9,271,91,895,29:42:00,-3,2017,REG,offense
22,ARI,16,18.4,295,1059,5026,4.7,310,110,880,31:10:00,-4,2017,REG,offense
23,TEN,16,20.9,334,974,5024,5.2,290,85,785,30:06:00,-4,2017,REG,offense
24,CLE,16,14.6,234,1008,4942,4.9,290,110,924,28:12:00,-28,2017,REG,offense
25,MIA,16,17.6,281,995,4923,4.9,284,137,1154,29:25:00,-14,2017,REG,offense
26,GB,16,20.0,320,999,4891,4.9,307,96,789,29:09:00,-3,2017,REG,offense
27,BAL,16,24.7,395,1054,4886,4.6,311,91,749,31:53:00,17,2017,REG,offense
28,NYJ,16,18.6,298,984,4884,5.0,269,119,1035,30:13:00,-4,2017,REG,offense
29,BUF,16,18.9,302,1010,4842,4.8,278,98,872,28:20:00,9,2017,REG,offense
30,CHI,16,16.5,264,934,4599,4.9,267,115,943,29:58:00,0,2017,REG,offense
31,IND,16,16.4,263,994,4553,4.6,267,92,779,30:41:00,5,2017,REG,offense
32,CIN,16,18.1,290,927,4488,4.8,267,110,1027,27:18:00,-9,2017,REG,offense
1,NE,3,30.7,92,213,1395,6.5,82,6,52,28:55:00,-1,2017,POST,offense
2,PHI,3,31.3,94,198,1328,6.7,74,14,114,33:25:00,1,2017,POST,offense
3,JAX,3,25.0,75,191,982,5.1,59,14,172,30:27:00,5,2017,POST,offense
4,NO,2,27.5,55,123,768,6.2,44,14,193,26:27:00,-2,2017,POST,offense
5,MIN,2,18.0,36,138,736,5.3,46,6,49,30:36:00,-2,2017,POST,offense
6,TEN,2,18.0,36,125,664,5.3,38,18,112,30:46:00,-2,2017,POST,offense
7,ATL,2,18.0,36,131,603,4.6,39,8,124,33:44:00,4,2017,POST,offense
8,PIT,1,42.0,42,78,545,7.0,28,4,25,31:10:00,-2,2017,POST,offense
9,CAR,1,26.0,26,71,413,5.8,24,2,18,33:49:00,1,2017,POST,offense
10,LAR,1,13.0,13,64,361,5.6,19,5,45,22:25,-2,2017,POST,offense
11,KC,1,21.0,21,53,325,6.1,19,8,68,27:32:00,2,2017,POST,offense
12,BUF,1,3.0,3,74,263,3.6,20,5,52,32:37:00,-2,2017,POST,offense
1,KC,16,35.3,565,996,6810,6.8,384,137,1152,29:11:00,9,2018,REG,offense
2,LAR,16,32.9,527,1060,6738,6.4,401,96,878,31:42:00,11,2018,REG,offense
3,TB,16,24.8,396,1055,6648,6.3,388,117,975,30:30:00,-18,2018,REG,offense
4,PIT,16,26.8,428,1058,6453,6.1,378,111,1026,31:00:00,-11,2018,REG,offense
5,NE,16,27.2,436,1073,6295,5.9,365,93,744,31:05:00,10,2018,REG,offense
6,ATL,16,25.9,414,1010,6226,6.2,352,101,899,30:36:00,1,2018,REG,offense
7,IND,16,27.1,433,1070,6179,5.8,371,120,953,30:05:00,2,2018,REG,offense
8,NO,16,31.5,504,1010,6067,6.0,377,94,939,32:53:00,8,2018,REG,offense
9,BAL,16,24.3,389,1135,5999,5.3,367,116,940,33:54:00,-3,2018,REG,offense
10,CAR,16,23.5,376,1011,5972,5.9,356,92,818,31:44:00,1,2018,REG,offense
11,LAC,16,26.8,428,945,5962,6.3,338,113,967,31:43:00,1,2018,REG,offense
12,GB,16,23.5,376,1026,5905,5.8,332,108,937,30:03:00,0,2018,REG,offense
13,CLE,16,22.4,359,1023,5900,5.8,314,112,894,29:29:00,7,2018,REG,offense
14,PHI,16,22.9,367,1037,5845,5.6,346,100,852,33:39:00,-6,2018,REG,offense
15,HOU,16,25.1,402,1040,5802,5.6,333,105,787,31:46:00,13,2018,REG,offense
16,SF,16,21.4,342,1003,5769,5.8,344,112,982,30:55:00,-25,2018,REG,offense
17,NYG,16,23.1,369,984,5697,5.8,297,114,951,29:57:00,2,2018,REG,offense
18,SEA,16,26.8,428,1012,5653,5.6,329,111,959,31:28:00,15,2018,REG,offense
19,DEN,16,20.6,329,1015,5602,5.5,320,125,985,29:58:00,7,2018,REG,offense
20,MIN,16,22.5,360,1003,5529,5.5,310,92,779,30:34:00,0,2018,REG,offense
21,CHI,16,26.3,421,1013,5502,5.4,331,97,796,32:22:00,12,2018,REG,offense
22,DAL,16,21.2,339,1022,5501,5.4,322,104,885,32:32:00,3,2018,REG,offense
23,LVR,16,18.1,290,995,5379,5.4,300,110,965,31:59:00,-7,2018,REG,offense
24,DET,16,20.2,324,1019,5236,5.1,325,94,852,31:24:00,-5,2018,REG,offense
25,TEN,16,19.4,310,938,4998,5.3,289,82,727,30:47:00,-1,2018,REG,offense
26,CIN,16,23.0,368,938,4972,5.3,304,114,957,27:27:00,1,2018,REG,offense
27,JAX,16,15.3,245,1005,4832,4.8,277,121,1112,30:14:00,-12,2018,REG,offense
28,WAS,16,17.6,281,967,4795,5.0,280,115,1008,30:38:00,7,2018,REG,offense
29,NYJ,16,20.8,333,971,4787,4.9,258,114,948,29:10:00,-10,2018,REG,offense
30,BUF,16,16.8,269,1008,4778,4.7,283,116,992,30:29:00,-5,2018,REG,offense
31,MIA,16,19.9,319,878,4638,5.3,252,108,978,28:06:00,5,2018,REG,offense
32,ARI,16,14.1,225,902,3865,4.3,239,101,786,27:33:00,-12,2018,REG,offense
1,NE,3,30.3,91,240,1429,6.0,88,18,156,38:30:00,0,2018,POST,offense
2,LAR,3,19.7,59,204,1097,5.4,63,20,170,32:53:00,0,2018,POST,offense
3,KC,2,31.0,62,125,723,5.8,47,10,82,30:21:00,2,2018,POST,offense
4,NO,2,21.5,43,135,710,5.3,44,14,104,34:16:00,1,2018,POST,offense
5,IND,2,17.0,34,120,688,5.7,41,12,80,26:42:00,0,2018,POST,offense
6,DAL,2,23.0,46,123,688,5.6,42,10,62,29:18:00,-1,2018,POST,offense
7,LAC,2,25.5,51,129,578,4.5,36,10,68,28:40:00,0,2018,POST,offense
8,PHI,2,15.0,30,111,550,5.0,36,7,55,26:29:00,-3,2018,POST,offense
9,CHI,1,15.0,15,63,356,5.7,17,3,52,29:12:00,2,2018,POST,offense
10,HOU,1,7.0,7,68,322,4.7,20,8,67,28:46:00,0,2018,POST,offense
11,SEA,1,22.0,22,52,299,5.8,11,5,36,25:10:00,1,2018,POST,offense
12,BAL,1,17.0,17,59,229,3.9,11,7,41,26:20:00,-2,2018,POST,offense
1,DAL,16,27.1,434,1069,6904,6.5,379,109,1008,30:32:00,-1,2019,REG,offense
2,BAL,16,33.2,531,1064,6521,6.1,386,109,867,35:47:00,10,2019,REG,offense
3,TB,16,28.6,458,1086,6366,5.9,353,133,1111,31:55:00,-13,2019,REG,offense
4,SF,16,29.9,479,1012,6097,6.0,336,105,939,32:37:00,4,2019,REG,offense
5,ATL,16,23.8,381,1096,6075,5.5,383,119,956,31:56:00,-5,2019,REG,offense
6,KC,16,28.2,451,976,6067,6.2,350,107,1029,29:27:00,8,2019,REG,offense
7,LAR,16,24.6,394,1055,5998,5.7,342,118,899,29:01:00,0,2019,REG,offense
8,SEA,16,25.3,405,1046,5991,5.7,341,109,882,31:26:00,12,2019,REG,offense
9,NO,16,28.6,458,1011,5982,5.9,347,120,1036,32:19:00,15,2019,REG,offense
10,LAC,16,21.1,337,997,5879,5.9,349,103,872,31:47:00,-17,2019,REG,offense
11,LVR,16,19.6,313,989,5819,5.9,315,128,1138,31:01:00,-2,2019,REG,offense
12,TEN,16,25.1,402,949,5805,6.1,317,99,932,29:31:00,6,2019,REG,offense
13,HOU,16,23.6,378,1017,5792,5.7,346,111,892,30:02:00,0,2019,REG,offense
14,PHI,16,24.1,385,1104,5772,5.2,354,100,836,33:06:00,-3,2019,REG,offense
15,NE,16,26.2,420,1095,5664,5.2,338,94,828,32:42:00,21,2019,REG,offense
16,MIN,16,25.4,407,970,5656,5.8,314,96,895,29:50:00,11,2019,REG,offense
17,DET,16,21.3,341,1021,5549,5.4,313,113,937,29:09:00,-5,2019,REG,offense
18,GB,16,23.5,376,1020,5528,5.4,320,100,774,31:28:00,12,2019,REG,offense
19,CAR,16,21.2,340,1077,5469,5.1,335,87,754,29:55:00,-14,2019,REG,offense
20,JAX,16,18.8,300,1020,5468,5.4,298,132,1165,30:29:00,-1,2019,REG,offense
21,ARI,16,22.6,361,1000,5467,5.5,314,121,956,28:41:00,-1,2019,REG,offense
22,CLE,16,20.9,335,973,5455,5.6,305,122,1106,30:42:00,-8,2019,REG,offense
23,NYG,16,21.3,341,1012,5416,5.4,311,90,784,29:43:00,-17,2019,REG,offense
24,BUF,16,19.6,314,1018,5283,5.2,314,117,927,30:59:00,4,2019,REG,offense
25,IND,16,22.6,361,1016,5238,5.2,340,79,670,30:11:00,2,2019,REG,offense
26,CIN,16,17.4,279,1049,5169,4.9,312,93,761,30:37:00,-14,2019,REG,offense
27,MIA,16,19.1,306,1022,4960,4.9,315,92,769,29:55:00,-10,2019,REG,offense
28,DEN,16,17.6,282,954,4777,5.0,279,110,912,29:21:00,1,2019,REG,offense
29,CHI,16,17.5,280,1020,4749,4.7,297,103,838,30:16:00,0,2019,REG,offense
30,PIT,16,18.1,289,937,4428,4.7,265,111,893,29:51:00,8,2019,REG,offense
31,WAS,16,16.6,266,885,4395,5.0,248,106,835,27:12:00,1,2019,REG,offense
32,NYJ,16,17.2,276,956,4368,4.6,253,115,1105,29:53:00,-4,2019,REG,offense
1,KC,3,39.0,117,196,1235,6.3,82,17,122,29:29:00,0,2019,POST,offense
2,SF,3,28.0,84,173,1013,5.9,61,12,93,31:20:00,3,2019,POST,offense
3,TEN,3,24.0,72,168,867,5.2,54,18,130,30:44:00,4,2019,POST,offense
4,HOU,2,26.5,53,143,802,5.6,42,11,107,36:30:00,0,2019,POST,offense
5,SEA,2,20.0,40,117,757,6.5,39,17,161,29:38:00,0,2019,POST,offense
6,GB,2,24.0,48,117,702,6.0,43,10,76,30:21:00,-3,2019,POST,offense
7,BAL,1,12.0,12,92,530,5.8,29,7,56,32:06:00,-3,2019,POST,offense
8,MIN,2,18.0,36,119,509,4.3,29,5,41,29:14:00,1,2019,POST,offense
9,BUF,1,19.0,19,81,425,5.2,24,7,64,35:15:00,0,2019,POST,offense
10,NO,1,20.0,20,54,324,6.0,19,6,52,27:24:00,-1,2019,POST,offense
11,NE,1,13.0,13,59,307,5.2,18,3,28,28:51:00,-1,2019,POST,offense
12,PHI,1,9.0,9,61,282,4.6,20,7,45,33:15:00,0,2019,POST,offense
1,KC,16,29.6,473,1057,6653,6.3,397,105,919,31:31:00,6,2020,REG,offense
2,TEN,16,30.7,491,1031,6343,6.2,381,86,783,29:43:00,11,2020,REG,offense
3,BUF,16,31.3,501,1034,6343,6.1,397,102,941,32:45:00,4,2020,REG,offense
4,MIN,16,26.9,430,1023,6292,6.2,383,82,650,30:02:00,-1,2020,REG,offense
5,GB,16,31.8,509,990,6224,6.3,358,84,684,33:35:00,7,2020,REG,offense
6,ARI,16,25.6,410,1083,6153,5.7,381,113,868,29:04:00,0,2020,REG,offense
7,TB,16,30.8,492,1017,6145,6.0,364,84,715,29:54:00,8,2020,REG,offense
8,LVR,16,27.1,434,1036,6133,5.9,359,98,856,31:04:00,-11,2020,REG,offense
9,LAC,16,24.0,384,1127,6113,5.4,373,85,710,32:58:00,3,2020,REG,offense
10,IND,16,28.2,451,1032,6049,5.9,364,94,899,31:06:00,10,2020,REG,offense
11,LAR,16,23.2,372,1088,6032,5.5,352,71,655,32:01:00,-3,2020,REG,offense
12,NO,16,30.1,482,1045,6025,5.8,367,98,1005,32:11:00,9,2020,REG,offense
13,HOU,16,24.0,384,940,6004,6.4,326,80,619,27:18:00,-9,2020,REG,offense
14,DAL,16,24.7,395,1113,5949,5.3,371,96,849,28:22:00,-3,2020,REG,offense
15,SF,16,23.5,376,1046,5922,5.7,350,85,731,31:23:00,-11,2020,REG,offense
16,CLE,16,25.5,408,1022,5913,5.8,355,100,870,31:54:00,5,2020,REG,offense
17,SEA,16,28.7,459,1022,5912,5.8,356,84,662,30:08:00,4,2020,REG,offense
18,ATL,16,24.8,396,1078,5895,5.5,366,83,736,31:42:00,3,2020,REG,offense
19,BAL,16,29.2,468,993,5810,5.9,327,104,961,32:30:00,4,2020,REG,offense
20,DET,16,23.6,377,991,5603,5.7,350,95,860,28:46:00,-9,2020,REG,offense
21,CAR,16,21.9,350,993,5592,5.6,335,95,752,31:59:00,1,2020,REG,offense
22,MIA,16,25.2,404,1021,5424,5.3,345,74,635,31:17:00,9,2020,REG,offense
23,DEN,16,20.2,323,1030,5369,5.2,308,81,670,29:59:00,-16,2020,REG,offense
24,PHI,16,20.9,334,1066,5357,5.0,336,107,853,29:16:00,-10,2020,REG,offense
25,PIT,16,26.0,416,1043,5354,5.1,322,81,691,31:49:00,9,2020,REG,offense
26,CHI,16,23.2,372,1043,5302,5.1,335,88,777,30:28:00,-4,2020,REG,offense
27,NE,16,20.4,326,979,5236,5.3,332,62,534,29:58:00,3,2020,REG,offense
28,JAX,16,19.1,306,997,5218,5.2,310,107,1071,28:51:00,-8,2020,REG,offense
29,CIN,16,19.4,311,1040,5116,4.9,318,83,675,31:09:00,-7,2020,REG,offense
30,WAS,16,20.9,335,1051,5076,4.8,322,87,697,30:55:00,-4,2020,REG,offense
31,NYG,16,17.5,280,966,4794,5.0,297,81,634,29:42:00,0,2020,REG,offense
32,NYJ,16,15.2,243,948,4479,4.7,269,101,952,28:54:00,0,2020,REG,offense
1,TB,4,30.8,123,265,1514,5.7,91,16,133,30:52:00,5,2020,POST,offense
2,KC,3,23.0,69,196,1227,6.3,75,21,207,30:08:00,-1,2020,POST,offense
3,BUF,3,22.7,68,183,980,5.4,63,8,56,26:20:00,1,2020,POST,offense
4,GB,2,29.0,58,141,865,6.1,51,7,52,35:24:00,1,2020,POST,offense
5,BAL,2,11.5,23,137,741,5.4,41,13,119,35:36:00,-1,2020,POST,offense
6,CLE,2,32.5,65,125,698,5.6,41,6,45,28:18:00,4,2020,POST,offense
7,NO,2,20.5,41,135,679,5.0,47,9,54,34:44:00,-5,2020,POST,offense
8,LAR,2,24.0,48,121,577,4.8,33,5,50,29:44:00,2,2020,POST,offense
9,PIT,1,37.0,37,84,553,6.6,34,4,25,32:46:00,-5,2020,POST,offense
10,IND,1,24.0,24,76,472,6.2,27,2,10,34:17:00,0,2020,POST,offense
11,WAS,1,23.0,23,69,375,5.4,23,2,25,28:48:00,0,2020,POST,offense
